Name,Shape,Level,School,Effect
Blemished Defense Ruby +24,Square,45,Any,+24 Fire Flat Resistance
Blemished Defense Ruby +23,Square,45,Any,+23 Fire Flat Resistance
Blemished Defense Ruby +22,Square,45,Any,+22 Fire Flat Resistance
Blemished Defense Ruby +21,Square,45,Any,+21 Fire Flat Resistance
Blemished Defense Peridot +24,Square,45,Any,+24 Myth Flat Resistance
Blemished Defense Peridot +23,Square,45,Any,+23 Myth Flat Resistance
Blemished Defense Peridot +22,Square,45,Any,+22 Myth Flat Resistance
Blemished Defense Peridot +21,Square,45,Any,+21 Myth Flat Resistance
Blemished Defense Opal +12,Square,45,Any,+12 Global Flat Resistance
Blemished Defense Opal +11,Square,45,Any,+11 Global Flat Resistance
Blemished Defense Onyx +24,Square,45,Any,+24 Death Flat Resistance
Blemished Defense Onyx +23,Square,45,Any,+23 Death Flat Resistance
Blemished Defense Onyx +22,Square,45,Any,+22 Death Flat Resistance
Blemished Defense Onyx +21,Square,45,Any,+21 Death Flat Resistance
Blemished Defense Jade +24,Square,45,Any,+24 Life Flat Resistance
Blemished Defense Jade +23,Square,45,Any,+23 Life Flat Resistance
Blemished Defense Jade +22,Square,45,Any,+22 Life Flat Resistance
Blemished Defense Jade +21,Square,45,Any,+21 Life Flat Resistance
Blemished Defense Hematite +24,Square,45,Any,+24 Shadow Flat Resistance
Blemished Defense Hematite +23,Square,45,Any,+23 Shadow Flat Resistance
Blemished Defense Citrine +24,Square,45,Any,+24 Balance Flat Resistance
Blemished Defense Citrine +23,Square,45,Any,+23 Balance Flat Resistance
Blemished Defense Citrine +22,Square,45,Any,+22 Balance Flat Resistance
Blemished Defense Citrine +21,Square,45,Any,+21 Balance Flat Resistance
Blemished Defense Amethyst +24,Square,45,Any,+24 Storm Flat Resistance
Blemished Defense Amethyst +23,Square,45,Any,+23 Storm Flat Resistance
Blemished Defense Amethyst +22,Square,45,Any,+22 Storm Flat Resistance
Blemished Defense Amethyst +21,Square,45,Any,+21 Storm Flat Resistance
Blemished Damage Sapphire +12,Circle,45,Any,+12 Ice Flat Damage
Blemished Damage Sapphire +11,Circle,45,Any,+11 Ice Flat Damage
Blemished Damage Ruby +12,Circle,45,Any,+12 Fire Flat Damage
Blemished Damage Ruby +11,Circle,45,Any,+11 Fire Flat Damage
Blemished Damage Peridot +12,Circle,45,Any,+12 Myth Flat Damage
Blemished Damage Peridot +11,Circle,45,Any,+11 Myth Flat Damage
Blemished Damage Opal +6,Circle,45,Any,+6 Global Flat Damage
Blemished Damage Opal +4,Circle,45,Any,+4 Global Flat Damage
Blemished Damage Onyx +12,Circle,45,Any,+12 Death Flat Damage
Blemished Damage Onyx +11,Circle,45,Any,+11 Death Flat Damage
Blemished Damage Jade +12,Circle,45,Any,+12 Life Flat Damage
Blemished Damage Jade +11,Circle,45,Any,+11 Life Flat Damage
Blemished Damage Citrine +12,Circle,45,Any,+12 Balance Flat Damage
Blemished Damage Citrine +11,Circle,45,Any,+11 Balance Flat Damage
Blemished Damage Amethyst +12,Circle,45,Any,+12 Storm Flat Damage
Blemished Damage Amethyst +11,Circle,45,Any,+11 Storm Flat Damage
Blemished Accurate Sapphire +5%,Triangle,45,Any,+5 Ice Accuracy
Blemished Accurate Ruby +5%,Triangle,45,Any,+5 Fire Accuracy
Blemished Accurate Peridot +5%,Triangle,45,Any,+5 Myth Accuracy
Blemished Accurate Onyx +5%,Triangle,45,Any,+5 Death Accuracy
Blemished Accurate Jade +5%,Triangle,45,Any,+5 Life Accuracy
Blemished Accurate Citrine +5%,Triangle,45,Any,+5 Balance Accuracy
Blemished Accurate Amethyst +5%,Triangle,45,Any,+5 Storm Accuracy
Balefrost Sapphire,Triangle,45,Any,Gives 1 Balefrost Item Card
Skeletal Pirate Onyx,Triangle,35,Any,Gives 1 Skeletal Pirate Item Card
Seraph Jade,Triangle,35,Any,Gives 1 Seraph Item Card
Power Play Citrine,Triangle,35,Any,Gives 1 Power Play Item Card
Meteor Strike Ruby,Triangle,35,Any,Gives 1 Meteor Strike Item Card
Kraken Amethyst,Triangle,35,Any,Gives 1 Kraken Item Card
Ice Wyvern Sapphire,Triangle,35,Any,Gives 1 Ice Wyvern Item Card
Humongofrog Peridot,Triangle,35,Any,Gives 1 Humongofrog Item Card
Flawed Resilient Opal +2%,Square,35,Any,+2 Stun Resistance
Flawed PIP Opal +3%,Triangle,35,Any,+3 Power Pip Chance
Flawed Mending Opal +2%,Circle,35,Any,+2 Outgoing Healing
Flawed Mana Opal +16,Tear,35,Any,+16 Mana
Flawed Mana Opal +15,Tear,35,Any,+15 Mana
Flawed Mana Opal +14,Tear,35,Any,+14 Mana
Flawed Mana Opal +13,Tear,35,Any,+13 Mana
Flawed Health Opal +35,Tear,35,Any,+35 Health
Flawed Health Opal +34,Tear,35,Any,+34 Health
Flawed Health Opal +33,Tear,35,Any,+33 Health
Flawed Health Opal +32,Tear,35,Any,+32 Health
Flawed Health Opal +31,Tear,35,Any,+31 Health
Flawed Health Opal +30,Tear,35,Any,+30 Health
Flawed Health Opal +29,Tear,35,Any,+29 Health
Flawed Health Opal +28,Tear,35,Any,+28 Health
Flawed Health Opal +27,Tear,35,Any,+27 Health
Flawed Health Opal +26,Tear,35,Any,+26 Health
Flawed Healing Opal +2%,Square,35,Any,+2 Incoming Healing
Flawed Defense Sapphire +20,Square,35,Any,+20 Ice Flat Resistance
Flawed Defense Sapphire +19,Square,35,Any,+19 Ice Flat Resistance
Flawed Defense Sapphire +18,Square,35,Any,+18 Ice Flat Resistance
Flawed Defense Sapphire +17,Square,35,Any,+17 Ice Flat Resistance
Flawed Defense Ruby +20,Square,35,Any,+20 Fire Flat Resistance
Flawed Defense Ruby +19,Square,35,Any,+19 Fire Flat Resistance
Flawed Defense Ruby +18,Square,35,Any,+18 Fire Flat Resistance
Flawed Defense Ruby +17,Square,35,Any,+17 Fire Flat Resistance
Flawed Defense Peridot +20,Square,35,Any,+20 Myth Flat Resistance
Flawed Defense Peridot +19,Square,35,Any,+19 Myth Flat Resistance
Flawed Defense Peridot +18,Square,35,Any,+18 Myth Flat Resistance
Flawed Defense Peridot +17,Square,35,Any,+17 Myth Flat Resistance
Flawed Defense Opal +9,Circle,35,Any,+9 Global Flat Resistance
Flawed Defense Opal +10,Square,35,Any,+10 Global Flat Resistance
Flawed Defense Onyx +20,Square,35,Any,+20 Death Flat Resistance
Flawed Defense Onyx +19,Square,35,Any,+19 Death Flat Resistance
Flawed Defense Onyx +18,Square,35,Any,+18 Death Flat Resistance
Flawed Defense Onyx +17,Square,35,Any,+17 Death Flat Resistance
Flawed Defense Jade +20,Square,35,Any,+20 Life Flat Resistance
Flawed Defense Jade +19,Square,35,Any,+19 Life Flat Resistance
Flawed Defense Jade +18,Square,35,Any,+18 Life Flat Resistance
Flawed Defense Jade +17,Square,35,Any,+17 Life Flat Resistance
Flawed Defense Citrine +20,Square,35,Any,+20 Balance Flat Resistance
Flawed Defense Citrine +19,Square,35,Any,+19 Balance Flat Resistance
Flawed Defense Citrine +18,Square,35,Any,+18 Balance Flat Resistance
Flawed Defense Citrine +17,Square,35,Any,+17 Balance Flat Resistance
Flawed Defense Amethyst +20,Square,35,Any,+20 Storm Flat Resistance
Flawed Defense Amethyst +19,Square,35,Any,+19 Storm Flat Resistance
Flawed Defense Amethyst +18,Square,35,Any,+18 Storm Flat Resistance
Flawed Defense Amethyst +17,Square,35,Any,+17 Storm Flat Resistance
Flawed Damage Sapphire +9,Circle,35,Any,+9 Ice Flat Damage
Flawed Damage Sapphire +10,Circle,35,Any,+10 Ice Flat Damage
Flawed Damage Ruby +9,Circle,35,Any,+9 Fire Flat Damage
Flawed Damage Ruby +10,Circle,35,Any,+10 Fire Flat Damage
Flawed Damage Peridot +9,Circle,35,Any,+9 Myth Flat Damage
Flawed Damage Peridot +10,Circle,35,Any,+10 Myth Flat Damage
Flawed Damage Opal +5,Circle,35,Any,+5 Global Flat Damage
Flawed Damage Opal +3,Circle,35,Any,+3 Global Flat Damage
Flawed Damage Onyx +9,Circle,35,Any,+9 Death Flat Damage
Flawed Damage Onyx +10,Circle,35,Any,+10 Death Flat Damage
Flawed Damage Jade +9,Circle,35,Any,+9 Life Flat Damage
Flawed Damage Jade +10,Circle,35,Any,+10 Life Flat Damage
Flawed Damage Citrine +9,Circle,35,Any,+9 Balance Flat Damage
Flawed Damage Citrine +10,Circle,35,Any,+10 Balance Flat Damage
Flawed Damage Amethyst +9,Circle,35,Any,+9 Storm Flat Damage
Flawed Damage Amethyst +10,Circle,35,Any,+10 Storm Flat Damage
Flawed Accurate Sapphire +4%,Triangle,35,Any,+4 Ice Accuracy
Flawed Accurate Ruby +4%,Triangle,35,Any,+4 Fire Accuracy
Flawed Accurate Peridot +4%,Triangle,35,Any,+4 Myth Accuracy
Flawed Accurate Opal +2%,Triangle,35,Any,+2 Global Accuracy
Flawed Accurate Onyx +4%,Triangle,35,Any,+4 Death Accuracy
Flawed Accurate Jade +4%,Triangle,35,Any,+4 Life Accuracy
Flawed Accurate Citrine +4%,Triangle,35,Any,+4 Balance Accuracy
Flawed Accurate Amethyst +4%,Triangle,35,Any,+4 Storm Accuracy
Wyldfire Ruby,Triangle,25,Any,Gives 1 Wyldfire Item Card
Windstorm Amethyst,Triangle,25,Any,Gives 1 Windstorm Item Card
Time of Legend Peridot,Triangle,25,Any,Gives 1 Time of Legend Item Card
Sunbird Ruby,Triangle,25,Any,Gives 1 Sunbird Item Card
Storm Shark Amethyst,Triangle,25,Any,Gives 1 Storm Shark Item Card
Sprite Jade,Triangle,25,Any,Gives 1 Sprite Item Card
Spectral Blast Citrine,Triangle,25,Any,Gives 1 Spectral Blast Item Card
Satyr Jade,Triangle,25,Any,Gives 1 Satyr Item Card
Locust Swarm Citrine,Triangle,25,Any,Gives 1 Locust Swarm Item Card
Evil Snowman Sapphire,Triangle,25,Any,Gives 1 Evil Snowman Item Card
Deer Knight Onyx,Triangle,25,Any,Gives 1 Deer Knight Item Card
Cyclops Peridot,Triangle,25,Any,Gives 1 Cyclops Item Card
Chipped PIP Opal +2%,Triangle,25,Any,+2 Power Pip Chance
Chipped PIP Opal +1%,Triangle,25,Any,+1 Power Pip Chance
Chipped Mana Opal +9,Tear,25,Any,+9 Mana
Chipped Mana Opal +12,Tear,25,Any,+12 Mana
Chipped Mana Opal +11,Tear,25,Any,+11 Mana
Chipped Mana Opal +10,Tear,25,Any,+10 Mana
Chipped Health Opal +25,Tear,25,Any,+25 Health
Chipped Health Opal +24,Tear,25,Any,+24 Health
Chipped Health Opal +23,Tear,25,Any,+23 Health
Chipped Health Opal +22,Tear,25,Any,+22 Health
Chipped Health Opal +21,Tear,25,Any,+21 Health
Chipped Health Opal +20,Tear,25,Any,+20 Health
Chipped Health Opal +19,Tear,25,Any,+19 Health
Chipped Health Opal +18,Tear,25,Any,+18 Health
Chipped Health Opal +17,Tear,25,Any,+17 Health
Chipped Health Opal +16,Tear,25,Any,+16 Health
Chipped Defense Sapphire +16,Square,25,Any,+16 Ice Flat Resistance
Chipped Defense Sapphire +15,Square,25,Any,+15 Ice Flat Resistance
Chipped Defense Sapphire +14,Square,25,Any,+14 Ice Flat Resistance
Chipped Defense Sapphire +13,Square,25,Any,+13 Ice Flat Resistance
Chipped Defense Ruby +16,Square,25,Any,+16 Fire Flat Resistance
Chipped Defense Ruby +15,Square,25,Any,+15 Fire Flat Resistance
Chipped Defense Ruby +14,Square,25,Any,+14 Fire Flat Resistance
Chipped Defense Ruby +13,Square,25,Any,+13 Fire Flat Resistance
Chipped Defense Peridot +16,Square,25,Any,+16 Myth Flat Resistance
Chipped Defense Peridot +15,Square,25,Any,+15 Myth Flat Resistance
Chipped Defense Peridot +14,Square,25,Any,+14 Myth Flat Resistance
Chipped Defense Peridot +13,Square,25,Any,+13 Myth Flat Resistance
Chipped Defense Opal +8,Square,25,Any,+8 Global Flat Resistance
Chipped Defense Opal +7,Square,25,Any,+7 Global Flat Resistance
Chipped Defense Onyx +16,Square,25,Any,+16 Death Flat Resistance
Chipped Defense Onyx +15,Square,25,Any,+15 Death Flat Resistance
Chipped Defense Onyx +14,Square,25,Any,+14 Death Flat Resistance
Chipped Defense Onyx +13,Square,25,Any,+13 Death Flat Resistance
Chipped Defense Jade +16,Square,25,Any,+16 Life Flat Resistance
Chipped Defense Jade +15,Square,25,Any,+15 Life Flat Resistance
Chipped Defense Jade +14,Square,25,Any,+14 Life Flat Resistance
Chipped Defense Jade +13,Square,25,Any,+13 Life Flat Resistance
Chipped Defense Citrine +16,Square,25,Any,+16 Balance Flat Resistance
Chipped Defense Citrine +15,Square,25,Any,+15 Balance Flat Resistance
Chipped Defense Citrine +14,Square,25,Any,+14 Balance Flat Resistance
Chipped Defense Citrine +13,Square,25,Any,+13 Balance Flat Resistance
Chipped Defense Amethyst +16,Square,25,Any,+16 Storm Flat Resistance
Chipped Defense Amethyst +15,Square,25,Any,+15 Storm Flat Resistance
Chipped Defense Amethyst +14,Square,25,Any,+14 Storm Flat Resistance
Chipped Defense Amethyst +13,Square,25,Any,+13 Storm Flat Resistance
Chipped Damage Sapphire +8,Circle,25,Any,+8 Ice Flat Damage
Chipped Damage Sapphire +7,Circle,25,Any,+7 Ice Flat Damage
Chipped Damage Ruby +8,Circle,25,Any,+8 Fire Flat Damage
Chipped Damage Ruby +7,Circle,25,Any,+7 Fire Flat Damage
Chipped Damage Peridot +8,Circle,25,Any,+8 Myth Flat Damage
Chipped Damage Peridot +7,Circle,25,Any,+7 Myth Flat Damage
Chipped Damage Opal +4,Circle,25,Any,+4 Global Flat Damage
Chipped Damage Opal +2,Circle,25,Any,+2 Global Flat Damage
Chipped Damage Onyx +8,Circle,25,Any,+8 Death Flat Damage
Chipped Damage Onyx +7,Circle,25,Any,+7 Death Flat Damage
Chipped Damage Jade +8,Circle,25,Any,+8 Life Flat Damage
Chipped Damage Jade +7,Circle,25,Any,+7 Life Flat Damage
Chipped Damage Citrine +8,Circle,25,Any,+8 Balance Flat Damage
Chipped Damage Citrine +7,Circle,25,Any,+7 Balance Flat Damage
Chipped Damage Amethyst +8,Circle,25,Any,+8 Storm Flat Damage
Chipped Damage Amethyst +7,Circle,25,Any,+7 Storm Flat Damage
Chipped Accurate Sapphire +3%,Triangle,25,Any,+3 Ice Accuracy
Chipped Accurate Ruby +3%,Triangle,25,Any,+3 Fire Accuracy
Chipped Accurate Peridot +3%,Triangle,25,Any,+3 Myth Accuracy
Chipped Accurate Onyx +3%,Triangle,25,Any,+3 Death Accuracy
Chipped Accurate Jade +3%,Triangle,25,Any,+3 Life Accuracy
Chipped Accurate Citrine +3%,Triangle,25,Any,+3 Balance Accuracy
Chipped Accurate Amethyst +3%,Triangle,25,Any,+3 Storm Accuracy
Blizzard Sapphire,Triangle,25,Any,Gives 1 Blizzard Item Card
Banshee Onyx,Triangle,25,Any,Gives 1 Banshee Item Card
Weakness Citrine,Triangle,15,Any,Gives 1 Weakness Item Card
Volcanic Shield Sapphire,Triangle,15,Any,Gives 1 Volcanic Shield Item Card
Troll Peridot,Triangle,15,Any,Gives 1 Troll Item Card
Thunder Snake Amethyst,Triangle,15,Any,Gives 1 Thunder Snake Item Card
Thermic Shield Amethyst,Triangle,15,Any,Gives 1 Thermic Shield Item Card
Snow Serpent Sapphire,Triangle,15,Any,Gives 1 Snow Serpent Item Card
Scorpion Citrine,Triangle,15,Any,Gives 1 Scorpion Item Card
Scarab Citrine,Triangle,15,Any,Gives 1 Scarab Item Card
Rocklops Jade,Triangle,15,Any,Gives 1 Rocklops Item Card
Punklops Peridot,Triangle,15,Any,Gives 1 Punklops Item Card
Myth Trap Peridot,Triangle,15,Any,Gives 1 Myth Trap Item Card
Morganthe's Will Citrine,Triangle,15,Any,Gives 1 Morganthe's Will Item Card
Morganthe's Venom Ruby,Triangle,15,Any,Gives 1 Morganthe's Venom Item Card
Morganthe's Requiem Onyx,Triangle,15,Any,Gives 1 Morganthe's Requiem Item Card
Morganthe's Gaze Sapphire,Triangle,15,Any,Gives 1 Morganthe's Gaze Item Card
Morganthe's Deceit Peridot,Triangle,15,Any,Gives 1 Morganthe's Deceit Item Card
Morganthe's Ardor Jade,Triangle,15,Any,Gives 1 Morganthe's Ardor Item Card
Morganthe's Angst Amethyst,Triangle,15,Any,Gives 1 Morganthe's Angst Item Card
Metalops Onyx,Triangle,15,Any,Gives 1 Metalops Item Card
Lightning Bats Amethyst,Triangle,15,Any,Gives 1 Lightning Bats Item Card
Leprechaun Jade,Triangle,15,Any,Gives 1 Leprechaun Item Card
Legend Shield Jade,Triangle,15,Any,Gives 1 Legend Shield Item Card
Imp Jade,Triangle,15,Any,Gives 1 Imp Item Card
Glacial Shield Ruby,Triangle,15,Any,Gives 1 Glacial Shield Item Card
Ghoul Onyx,Triangle,15,Any,Gives 1 Ghoul Item Card
Frost Beetle Sapphire,Triangle,15,Any,Gives 1 Frost Beetle Item Card
Fire Elf Ruby,Triangle,15,Any,Gives 1 Fire Elf Item Card
Fire Cat Ruby,Triangle,15,Any,Gives 1 Fire Cat Item Card
Erratic Recompense Opal,Triangle,15,Any,May cast Recompense (28Item Card29 Recompense
Erratic Outpouring Opal,Triangle,15,Any,May cast Outpouring (28Item Card29 Outpouring
Erratic Intensify Opal,Triangle,15,Any,May cast Intensify (28Item Card29 Intensify
Erratic Icewind Opal,Triangle,15,Any,May cast Icewind (28Item Card29 Icewind
Erratic Eruption Opal,Triangle,15,Any,May cast Eruption (28Item Card29 Eruption
Erratic Apologue Opal,Triangle,15,Any,May cast Apologue (28Item Card29 Apologue
Erratic Acrimony Opal,Triangle,15,Any,May cast Acrimony (28Item Card29 Acrimony
Dual Stormblade Amethyst,Triangle,15,Any,Gives 2 Stormblade Item Cards
Dual Shadowblade Hematite,Triangle,15,Any,Gives 2 Shadowblade Item Cards
Dual Mythblade Peridot,Triangle,15,Any,Gives 2 Mythblade Item Cards
Dual Lifeblade Jade,Triangle,15,Any,Gives 2 Lifeblade Item Cards
Dual Iceblade Sapphire,Triangle,15,Any,Gives 2 Iceblade Item Cards
Dual Fireblade Ruby,Triangle,15,Any,Gives 2 Fireblade Item Cards
Dual Deathblade Onyx,Triangle,15,Any,Gives 2 Deathblade Item Cards
Dual Balanceblade Citrine,Triangle,15,Any,Gives 2 Balanceblade Item Cards
Dream Shield Onyx,Triangle,15,Any,Gives 1 Dream Shield Item Card
Dark Sprite Onyx,Triangle,15,Any,Gives 1 Dark Sprite Item Card
Cracked Resilient Opal +1%,Square,15,Any,+1 Stun Resistance
Cracked Mending Opal +1%,Circle,15,Any,+1 Outgoing Healing
Cracked Mana Opal +8,Tear,15,Any,+8 Mana
Cracked Mana Opal +7,Tear,15,Any,+7 Mana
Cracked Mana Opal +6,Tear,15,Any,+6 Mana
Cracked Mana Opal +5,Tear,15,Any,+5 Mana
Cracked Mana Opal +4,Tear,15,Any,+4 Mana
Cracked Mana Opal +3,Tear,15,Any,+3 Mana
Cracked Health Opal +9,Tear,15,Any,+9 Health
Cracked Health Opal +8,Tear,15,Any,+8 Health
Cracked Health Opal +7,Tear,15,Any,+7 Health
Cracked Health Opal +6,Tear,15,Any,+6 Health
Cracked Health Opal +5,Tear,15,Any,+5 Health
Cracked Health Opal +15,Tear,15,Any,+15 Health
Cracked Health Opal +14,Tear,15,Any,+14 Health
Cracked Health Opal +13,Tear,15,Any,+13 Health
Cracked Health Opal +12,Tear,15,Any,+12 Health
Cracked Health Opal +11,Tear,15,Any,+11 Health
Cracked Health Opal +10,Tear,15,Any,+10 Health
Cracked Healing Opal +1%,Square,15,Any,+1 Incoming Healing
Cracked Fishing Opal +5%,Tear,15,Any,+5 Fishing Luck
Cracked Fishing Opal +4%,Tear,15,Any,+4 Fishing Luck
Cracked Fishing Opal +3%,Tear,15,Any,+3 Fishing Luck
Cracked Fishing Opal +2%,Tear,15,Any,+2 Fishing Luck
Cracked Fishing Opal +1%,Tear,15,Any,+1 Fishing Luck
Cracked Energy Opal +5,Tear,15,Any,+5 Energy
Cracked Energy Opal +4,Tear,15,Any,+4 Energy
Cracked Energy Opal +3,Tear,15,Any,+3 Energy
Cracked Energy Opal +2,Tear,15,Any,+2 Energy
Cracked Energy Opal +1,Tear,15,Any,+1 Energy
Cracked Defense Sapphire +9,Square,15,Any,+9 Ice Flat Resistance
Cracked Defense Sapphire +8,Square,15,Any,+8 Ice Flat Resistance
Cracked Defense Sapphire +7,Square,15,Any,+7 Ice Flat Resistance
Cracked Defense Sapphire +6,Square,15,Any,+6 Ice Flat Resistance
Cracked Defense Sapphire +5,Square,15,Any,+5 Ice Flat Resistance
Cracked Defense Sapphire +4,Square,15,Any,+4 Ice Flat Resistance
Cracked Defense Sapphire +3,Square,15,Any,+3 Ice Flat Resistance
Cracked Defense Sapphire +12,Square,15,Any,+12 Ice Flat Resistance
Cracked Defense Sapphire +11,Square,15,Any,+11 Ice Flat Resistance
Cracked Defense Sapphire +10,Square,15,Any,+10 Ice Flat Resistance
Cracked Defense Ruby +9,Square,15,Any,+9 Fire Flat Resistance
Cracked Defense Ruby +8,Square,15,Any,+8 Fire Flat Resistance
Cracked Defense Ruby +7,Square,15,Any,+7 Fire Flat Resistance
Cracked Defense Ruby +6,Square,15,Any,+6 Fire Flat Resistance
Cracked Defense Ruby +5,Square,15,Any,+5 Fire Flat Resistance
Cracked Defense Ruby +4,Square,15,Any,+4 Fire Flat Resistance
Cracked Defense Ruby +3,Square,15,Any,+3 Fire Flat Resistance
Cracked Defense Ruby +12,Square,15,Any,+12 Fire Flat Resistance
Cracked Defense Ruby +11,Square,15,Any,+11 Fire Flat Resistance
Cracked Defense Ruby +10,Square,15,Any,+10 Fire Flat Resistance
Cracked Defense Peridot +9,Square,15,Any,+9 Myth Flat Resistance
Cracked Defense Peridot +8,Square,15,Any,+8 Myth Flat Resistance
Cracked Defense Peridot +7,Square,15,Any,+7 Myth Flat Resistance
Cracked Defense Peridot +6,Square,15,Any,+6 Myth Flat Resistance
Cracked Defense Peridot +5,Square,15,Any,+5 Myth Flat Resistance
Cracked Defense Peridot +4,Square,15,Any,+4 Myth Flat Resistance
Cracked Defense Peridot +3,Square,15,Any,+3 Myth Flat Resistance
Cracked Defense Peridot +12,Square,15,Any,+12 Myth Flat Resistance
Cracked Defense Peridot +11,Square,15,Any,+11 Myth Flat Resistance
Cracked Defense Peridot +10,Square,15,Any,+10 Myth Flat Resistance
Cracked Defense Opal +6,Square,15,Any,+6 Global Flat Resistance
Cracked Defense Opal +5,Square,15,Any,+5 Global Flat Resistance
Cracked Defense Opal +4,Square,15,Any,+4 Global Flat Resistance
Cracked Defense Opal +3,Square,15,Any,+3 Global Flat Resistance
Cracked Defense Onyx +9,Square,15,Any,+9 Death Flat Resistance
Cracked Defense Onyx +8,Square,15,Any,+8 Death Flat Resistance
Cracked Defense Onyx +7,Square,15,Any,+7 Death Flat Resistance
Cracked Defense Onyx +6,Square,15,Any,+6 Death Flat Resistance
Cracked Defense Onyx +5,Square,15,Any,+5 Death Flat Resistance
Cracked Defense Onyx +4,Square,15,Any,+4 Death Flat Resistance
Cracked Defense Onyx +3,Square,15,Any,+3 Death Flat Resistance
Cracked Defense Onyx +12,Square,15,Any,+12 Death Flat Resistance
Cracked Defense Onyx +11,Square,15,Any,+11 Death Flat Resistance
Cracked Defense Onyx +10,Square,15,Any,+10 Death Flat Resistance
Cracked Defense Jade +9,Square,15,Any,+9 Life Flat Resistance
Cracked Defense Jade +8,Square,15,Any,+8 Life Flat Resistance
Cracked Defense Jade +7,Square,15,Any,+7 Life Flat Resistance
Cracked Defense Jade +6,Square,15,Any,+6 Life Flat Resistance
Cracked Defense Jade +5,Square,15,Any,+5 Life Flat Resistance
Cracked Defense Jade +4,Square,15,Any,+4 Life Flat Resistance
Cracked Defense Jade +3,Square,15,Any,+3 Life Flat Resistance
Cracked Defense Jade +12,Square,15,Any,+12 Life Flat Resistance
Cracked Defense Jade +11,Square,15,Any,+11 Life Flat Resistance
Cracked Defense Jade +10,Square,15,Any,+10 Life Flat Resistance
Cracked Defense Citrine +9,Square,15,Any,+9 Balance Flat Resistance
Cracked Defense Citrine +8,Square,15,Any,+8 Balance Flat Resistance
Cracked Defense Citrine +7,Square,15,Any,+7 Balance Flat Resistance
Cracked Defense Citrine +6,Square,15,Any,+6 Balance Flat Resistance
Cracked Defense Citrine +5,Square,15,Any,+5 Balance Flat Resistance
Cracked Defense Citrine +4,Square,15,Any,+4 Balance Flat Resistance
Cracked Defense Citrine +3,Square,15,Any,+3 Balance Flat Resistance
Cracked Defense Citrine +12,Square,15,Any,+12 Balance Flat Resistance
Cracked Defense Citrine +11,Square,15,Any,+11 Balance Flat Resistance
Cracked Defense Citrine +10,Square,15,Any,+10 Balance Flat Resistance
Cracked Defense Amethyst +9,Square,15,Any,+9 Storm Flat Resistance
Cracked Defense Amethyst +8,Square,15,Any,+8 Storm Flat Resistance
Cracked Defense Amethyst +7,Square,15,Any,+7 Storm Flat Resistance
Cracked Defense Amethyst +6,Square,15,Any,+6 Storm Flat Resistance
Cracked Defense Amethyst +5,Square,15,Any,+5 Storm Flat Resistance
Cracked Defense Amethyst +4,Square,15,Any,+4 Storm Flat Resistance
Cracked Defense Amethyst +3,Square,15,Any,+3 Storm Flat Resistance
Cracked Defense Amethyst +12,Square,15,Any,+12 Storm Flat Resistance
Cracked Defense Amethyst +11,Square,15,Any,+11 Storm Flat Resistance
Cracked Defense Amethyst +10,Square,15,Any,+10 Storm Flat Resistance
Cracked Damage Sapphire +6,Circle,15,Any,+6 Ice Flat Damage
Cracked Damage Sapphire +5,Circle,15,Any,+5 Ice Flat Damage
Cracked Damage Sapphire +4,Circle,15,Any,+4 Ice Flat Damage
Cracked Damage Sapphire +3,Circle,15,Any,+3 Ice Flat Damage
Cracked Damage Sapphire +2,Circle,15,Any,+2 Ice Flat Damage
Cracked Damage Sapphire +1,Circle,15,Any,+1 Ice Flat Damage
Cracked Damage Ruby +6,Circle,15,Any,+6 Fire Flat Damage
Cracked Damage Ruby +5,Circle,15,Any,+5 Fire Flat Damage
Cracked Damage Ruby +4,Circle,15,Any,+4 Fire Flat Damage
Cracked Damage Ruby +3,Circle,15,Any,+3 Fire Flat Damage
Cracked Damage Ruby +2,Circle,15,Any,+2 Fire Flat Damage
Cracked Damage Ruby +1,Circle,15,Any,+1 Fire Flat Damage
Cracked Damage Peridot +6,Circle,15,Any,+6 Myth Flat Damage
Cracked Damage Peridot +5,Circle,15,Any,+5 Myth Flat Damage
Cracked Damage Peridot +4,Circle,15,Any,+4 Myth Flat Damage
Cracked Damage Peridot +3,Circle,15,Any,+3 Myth Flat Damage
Cracked Damage Peridot +2,Circle,15,Any,+2 Myth Flat Damage
Cracked Damage Peridot +1,Circle,15,Any,+1 Myth Flat Damage
Cracked Damage Opal +3,Circle,15,Any,+3 Global Flat Damage
Cracked Damage Opal +2,Circle,15,Any,+2 Global Flat Damage
Cracked Damage Opal +1,Circle,15,Any,+1 Global Flat Damage
Cracked Damage Onyx +6,Circle,15,Any,+6 Death Flat Damage
Cracked Damage Onyx +5,Circle,15,Any,+5 Death Flat Damage
Cracked Damage Onyx +4,Circle,15,Any,+4 Death Flat Damage
Cracked Damage Onyx +3,Circle,15,Any,+3 Death Flat Damage
Cracked Damage Onyx +2,Circle,15,Any,+2 Death Flat Damage
Cracked Damage Onyx +1,Circle,15,Any,+1 Death Flat Damage
Cracked Damage Jade +6,Circle,15,Any,+6 Life Flat Damage
Cracked Damage Jade +5,Circle,15,Any,+5 Life Flat Damage
Cracked Damage Jade +4,Circle,15,Any,+4 Life Flat Damage
Cracked Damage Jade +3,Circle,15,Any,+3 Life Flat Damage
Cracked Damage Jade +2,Circle,15,Any,+2 Life Flat Damage
